FRAME,JOINT_NUM,X,Y,Z
0,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
0,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
0,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
0,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
1,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
1,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
1,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
1,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
2,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
2,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
2,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
2,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
3,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
3,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
3,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
3,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
4,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
4,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
4,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
4,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
5,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
5,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
5,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
5,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
6,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
6,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
6,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
6,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
7,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
7,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
7,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
7,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
8,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
8,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
8,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
8,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
9,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
9,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
9,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
9,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
10,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
10,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
10,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
10,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
11,joint40,0.004149679560214281,-0.009988921694457531,0.0018755161436274648
11,joint44,-0.004149680491536856,-0.0022881408222019672,0.002530956408008933
11,joint57,-0.004285939037799835,0.008730570785701275,0.004450114443898201
11,joint39,0.0042859409004449844,0.010816018097102642,0.002205456839874387
12,joint40,0.004149679560214281,-0.00993355829268694,0.0018756103236228228
12,joint44,-0.004149679560214281,-0.002423037774860859,0.002732234075665474
12,joint57,-0.004285939037799835,0.008513370528817177,0.00436105253174901
12,joint39,0.004285941831767559,0.011030388996005058,0.002195686800405383
13,joint40,0.004149680491536856,-0.009775103069841862,0.0018762453692033887
13,joint44,-0.004149680957198143,-0.0027798584196716547,0.0031202014070004225
13,joint57,-0.00428593996912241,0.007953229360282421,0.004124789498746395
13,joint39,0.0042859409004449844,0.011237029917538166,0.00216857111081481
14,joint40,0.004149680491536856,-0.009525011293590069,0.0018779755337163806
14,joint44,-0.004149679560214281,-0.0032868897542357445,0.0035953139886260033
14,joint57,-0.00428593996912241,0.007187318056821823,0.003787633730098605
14,joint39,0.0042859409004449844,0.011433850042521954,0.0021276315674185753
15,joint40,0.004149680957198143,-0.009194744750857353,0.0018813355127349496
15,joint44,-0.004149680491536856,-0.003872375236824155,0.004057972691953182
15,joint57,-0.004285940434783697,0.006352819036692381,0.003395946230739355
15,joint39,0.0042859409004449844,0.011618773452937603,0.0020763184875249863
16,joint40,0.004149682354182005,-0.008795753121376038,0.0018868716433644295
16,joint44,-0.004149680025875568,-0.004464567173272371,0.004408600274473429
16,joint57,-0.00428593996912241,0.005586906801909208,0.0029960996471345425
16,joint39,0.0042859409004449844,0.011789722368121147,0.002018085913732648
17,joint40,0.004149682354182005,-0.008339486084878445,0.0018951266538351774
17,joint44,-0.004149679560214281,-0.004991721827536821,0.004547605756670237
17,joint57,-0.004285940434783697,0.005026761908084154,0.0026344479992985725
17,joint39,0.0042859409004449844,0.011944618076086044,0.0019564004614949226
18,joint40,0.004149682819843292,-0.007837402634322643,0.0019066440872848034
18,joint44,-0.004149680491536856,-0.005476299207657576,0.004504363518208265
18,joint57,-0.004285941366106272,0.004809568636119366,0.0023573546204715967
18,joint39,0.004285941366106272,0.012081386521458626,0.0018947108183056116
19,joint40,0.0041496846824884415,-0.007300956640392542,0.0019219807581976056
19,joint44,-0.004149679560214281,-0.005982406437397003,0.004385117907077074
19,joint57,-0.00428593996912241,0.004816411063075066,0.00216082064434886
19,joint39,0.0042859409004449844,0.0121979471296072,0.001836489187553525
20,joint40,0.0041496832855045795,-0.006741599179804325,0.001941664726473391
20,joint44,-0.004149680491536856,-0.006500764284282923,0.004205572418868542
20,joint57,-0.0042859409004449844,0.004857273772358894,0.0020094243809580803
20,joint39,0.004285941831767559,0.012292218394577503,0.001785179367288947
21,joint40,0.004149683751165867,-0.006170789245516062,0.001966249430552125
21,joint44,-0.004149679560214281,-0.007022105623036623,0.003981447778642178
21,joint57,-0.0042859409004449844,0.004962656646966934,0.0019023315981030464
21,joint39,0.004285941831767559,0.01236212719231844,0.0017442600801587105
22,joint40,0.004149682819843292,-0.005599982105195522,0.001996284816414118
22,joint44,-0.004149680491536856,-0.007537157274782658,0.003728461218997836
22,joint57,-0.004285940434783697,0.005163060035556555,0.0018386929295957088
22,joint39,0.004285942297428846,0.01240559108555317,0.0017171852523460984
23,joint40,0.004149682819843292,-0.005040627904236317,0.002032303484156728
23,joint44,-0.004149686079472303,-0.008036648854613304,0.003462284803390503
23,joint57,-0.0042859409004449844,0.0054889824241399765,0.0018176623852923512
23,joint39,0.004285941366106272,0.01242055743932724,0.0017073382623493671
24,joint40,0.0041496832855045795,-0.00450418284162879,0.0020748553797602654
24,joint44,-0.00414968142285943,-0.008511281572282314,0.0031987368129193783
24,joint57,-0.0042859409004449844,0.005945289507508278,0.0018220588099211454
24,joint39,0.004285941831767559,0.01233713235706091,0.0018179998733103275
25,joint40,0.004149681888520718,-0.004002098925411701,0.0021244832314550877
25,joint44,-0.004149679560214281,-0.008951806463301182,0.0029534304048866034
